county,state_full,cumulative_cases,State,county_pop,percent_cases
Finney,Kansas,13233,KS,37650.0,0.3514741035856574
Geary,Kansas,11569,KS,35691.0,0.32414334145863105
Harper,Kansas,1932,KS,5323.0,0.362953221867368
Jewell,Kansas,968,KS,2898.0,0.33402346445824704
Kingman,Kansas,2349,KS,7193.0,0.3265674961768386
Kiowa,Kansas,777,KS,2404.0,0.32321131447587353
Mitchell,Kansas,1773,KS,5738.0,0.3089926803764378
Neosho,Kansas,6144,KS,15606.0,0.39369473279507883
Norton,Kansas,2466,KS,5301.0,0.46519524617996605
Osage,Kansas,4956,KS,15654.0,0.31659639708700654
Phillips,Kansas,1712,KS,4809.0,0.35599916822624245
Pratt,Kansas,2293,KS,9067.0,0.25289511415021504
Rawlins,Kansas,812,KS,2528.0,0.3212025316455696
Thomas,Kansas,3070,KS,7893.0,0.38895223615862157
Wabaunsee,Kansas,2007,KS,7019.0,0.2859381678301752
Allen,Kentucky,8649,KY,21275.0,0.4065334900117509
Barren,Kentucky,17730,KY,44854.0,0.3952824720203326
Boone,Kentucky,48156,KY,139093.0,0.3462144033128914
Campbell,Kentucky,30790,KY,93300.0,0.330010718113612
Christian,Kentucky,20418,KY,73037.0,0.27955693689499844
Clark,Kentucky,14724,KY,37061.0,0.39729095275356846
Fleming,Kentucky,5153,KY,15288.0,0.3370617477760335
Garrard,Kentucky,6119,KY,17589.0,0.3478878844732503
Graves,Kentucky,13868,KY,36412.0,0.3808634516093595
Harrison,Kentucky,8625,KY,19103.0,0.4514997644349055
Hart,Kentucky,7051,KY,19600.0,0.3597448979591837
Hickman,Kentucky,1137,KY,4422.0,0.257123473541384
Knott,Kentucky,6194,KY,13874.0,0.4464465907452789
Knox,Kentucky,15185,KY,29791.0,0.509717699976503
Laurel,Kentucky,27521,KY,62885.0,0.43764013675757335
Lincoln,Kentucky,9050,KY,24360.0,0.3715106732348112
Logan,Kentucky,10541,KY,27877.0,0.3781253362987409
Mason,Kentucky,6428,KY,16930.0,0.37968103957471944
Meade,Kentucky,7671,KY,30001.0,0.2556914769507683
Menifee,Kentucky,2504,KY,6250.0,0.40064
Mercer,Kentucky,9560,KY,22902.0,0.4174307920705615
Morgan,Kentucky,6845,KY,14120.0,0.4847733711048159
Oldham,Kentucky,24118,KY,69431.0,0.34736645014474804
Owen,Kentucky,3168,KY,11290.0,0.28060230292294064
Perry,Kentucky,16296,KY,27361.0,0.5955922663645334
Pulaski,Kentucky,22448,KY,65795.0,0.3411809408009727
Robertson,Kentucky,891,KY,2229.0,0.3997308209959623
Rowan,Kentucky,10027,KY,24388.0,0.4111448253239298
Russell,Kentucky,8569,KY,18178.0,0.4713939927384751
Wayne,Kentucky,8594,KY,19681.0,0.4366648036177024
Webster,Kentucky,5019,KY,12726.0,0.3943894389438944
Whitley,Kentucky,17377,KY,36873.0,0.4712662381688498
Beauregard Parish,Louisiana,11341,LA,36570.0,0.31011758271807494
Calcasieu Parish,Louisiana,69456,LA,202418.0,0.3431315396852059
East Baton Rouge Parish,Louisiana,147080,LA,450544.0,0.3264498029049327
East Carroll Parish,Louisiana,3414,LA,6990.0,0.488412017167382
Lafayette Parish,Louisiana,81000,LA,247866.0,0.32678947495824356
Morehouse Parish,Louisiana,8828,LA,24446.0,0.36112247402438025
Natchitoches Parish,Louisiana,13206,LA,36663.0,0.3601996563292693
Plaquemines Parish,Louisiana,7996,LA,22516.0,0.3551252442707408
Richland Parish,Louisiana,9184,LA,19826.0,0.4632301018864118
Washington Parish,Louisiana,16453,LA,45025.0,0.36541921154913937
Cumberland,Maine,67418,ME,307451.0,0.21928047070915366
Knox,Maine,8275,ME,41164.0,0.20102516762219416
Piscataquis,Maine,3988,ME,17417.0,0.22897169432163977
Sagadahoc,Maine,7142,ME,37393.0,0.19099831519268312
Somerset,Maine,13119,ME,51098.0,0.2567419468472347
Waldo,Maine,8200,ME,40241.0,0.20377227206083348
Baltimore,Maryland,173959,MD,846161.0,0.20558617095328194
Frederick,Maryland,59142,MD,287079.0,0.2060129790057789
Garrett,Maryland,7399,MD,28579.0,0.25889639245599916
Howard,Maryland,64962,MD,335411.0,0.1936788000393547
St. Mary's,Maryland,24809,MD,114877.0,0.21596141960531698
Dukes,Massachusetts,4414,MA,20868.0,0.21152003066896685
Nantucket,Massachusetts,3979,MA,14421.0,0.2759170653907496
Alcona,Michigan,1995,MI,10417.0,0.19151387155611022
Barry,Michigan,17219,MI,63554.0,0.270934952953394
Cheboygan,Michigan,5871,MI,25940.0,0.22632999228989978
Clinton,Michigan,28560,MI,79748.0,0.35812810352610724
Delta,Michigan,12669,MI,36741.0,0.3448191393810729
Genesee,Michigan,126985,MI,401983.0,0.31589644338193407
Gladwin,Michigan,6898,MI,25728.0,0.2681125621890547
Kent,Michigan,204268,MI,659083.0,0.3099275811999399
Lapeer,Michigan,24579,MI,88780.0,0.27685289479612524
Leelanau,Michigan,4487,MI,22870.0,0.19619588981198077
Livingston,Michigan,58911,MI,196161.0,0.3003196354015324
Macomb,Michigan,305265,MI,874195.0,0.34919554561625266
Newaygo,Michigan,13865,MI,50886.0,0.2724717997091538
Osceola,Michigan,6064,MI,23274.0,0.2605482512675088
Oscoda,Michigan,1706,MI,8404.0,0.20299857210851976
Otsego,Michigan,6861,MI,25644.0,0.2675479644361254
Ottawa,Michigan,88735,MI,300873.0,0.29492510128858357
Saginaw,Michigan,61671,MI,188330.0,0.32746243296341526
Van Buren,Michigan,21020,MI,75692.0,0.2777043809121175
Beltrami,Minnesota,14575,MN,46799.0,0.3114382785956965
Brown,Minnesota,8093,MN,25723.0,0.31462115616374453
Cass,Minnesota,8762,MN,31274.0,0.2801688303383002
Douglas,Minnesota,13552,MN,39668.0,0.34163557527478067
Faribault,Minnesota,4546,MN,13926.0,0.32643975298003736
Fillmore,Minnesota,5951,MN,21414.0,0.2779023069020267
Hennepin,Minnesota,389723,MN,1260121.0,0.30927426810599934
Houston,Minnesota,5547,MN,18800.0,0.2950531914893617
Hubbard,Minnesota,6197,MN,21960.0,0.2821948998178506
Kanabec,Minnesota,4405,MN,16463.0,0.26756970175545164
Kittson,Minnesota,1270,MN,4059.0,0.3128849470312885
Lake of the Woods,Minnesota,930,MN,3871.0,0.24024799793335055
Meeker,Minnesota,7255,MN,23496.0,0.3087759618658495
Norman,Minnesota,1818,MN,6377.0,0.2850870315195233
Pine,Minnesota,8651,MN,29446.0,0.29379202608164096
St. Louis,Minnesota,61472,MN,199532.0,0.3080809093278271
Sherburne,Minnesota,32244,MN,100824.0,0.3198048083789574
Steele,Minnesota,12116,MN,37398.0,0.32397454409326704
Wabasha,Minnesota,6763,MN,21658.0,0.3122633668852156
Watonwan,Minnesota,3500,MN,11075.0,0.3160270880361174
Wilkin,Minnesota,1988,MN,6350.0,0.3130708661417323
Alcorn,Mississippi,12937,MS,34204.0,0.3782306163021869
Chickasaw,Mississippi,7070,MS,16812.0,0.420532952652867
Claiborne,Mississippi,2594,MS,8805.0,0.2946053378762067
Forrest,Mississippi,27776,MS,78110.0,0.35560107540647806
Greene,Mississippi,3927,MS,13552.0,0.2897727272727273
Hinds,Mississippi,68889,MS,217730.0,0.31639645432416297
Itawamba,Mississippi,9554,MS,23903.0,0.3996987825795925
Jasper,Mississippi,6208,MS,16167.0,0.38399208263747137
Jefferson,Mississippi,1807,MS,7087.0,0.25497389586566954
Kemper,Mississippi,2676,MS,8654.0,0.30922116940143285
Lamar,Mississippi,22343,MS,65783.0,0.33964702126689267
Lincoln,Mississippi,10578,MS,34717.0,0.3046922257107469
Monroe,Mississippi,13989,MS,33577.0,0.4166244750871132
Newton,Mississippi,7156,MS,21029.0,0.3402919777450188
Sunflower,Mississippi,7188,MS,24811.0,0.2897102091814115
Tishomingo,Mississippi,7816,MS,18619.0,0.419786239862506
Walthall,Mississippi,4739,MS,13761.0,0.3443790422207688
Wilkinson,Mississippi,1947,MS,8143.0,0.23910106840230874
Yazoo,Mississippi,10360,MS,25948.0,0.39926005857869584
Audrain,Missouri,6940,MO,24434.0,0.2840304493738234
Bollinger,Missouri,3318,MO,10518.0,0.3154592127780947
Butler,Missouri,12591,MO,42179.0,0.2985134782711776
Caldwell,Missouri,2114,MO,8933.0,0.23665062129183925
Camden,Missouri,10980,MO,43768.0,0.25086821422043504
Cape Girardeau,Missouri,23722,MO,82899.0,0.2861554421645617
Carter,Missouri,1772,MO,5268.0,0.3363705391040243
Chariton,Missouri,2053,MO,7386.0,0.27795829948551315
Christian,Missouri,25274,MO,93114.0,0.2714307193332904
DeKalb,Missouri,2659,MO,11336.0,0.23456245589273111
Dent,Missouri,3998,MO,14467.0,0.2763530794221331
Douglas,Missouri,3098,MO,11975.0,0.258705636743215
Dunklin,Missouri,9789,MO,27406.0,0.35718455812595784
Franklin,Missouri,31916,MO,105879.0,0.3014384344393128
Holt,Missouri,1321,MO,4262.0,0.3099483810417644
Howell,Missouri,11160,MO,40631.0,0.2746671260859935
Jefferson,Missouri,68697,MO,229336.0,0.29954738898384903
Lafayette,Missouri,9322,MO,32961.0,0.2828190892266618
Lincoln,Missouri,18717,MO,63155.0,0.29636608344549126
Livingston,Missouri,4501,MO,14402.0,0.3125260380502708
Mississippi,Missouri,4470,MO,11688.0,0.3824435318275154
Montgomery,Missouri,3141,MO,11470.0,0.27384481255448995
Newton,Missouri,13970,MO,60011.0,0.23279065504657478
Oregon,Missouri,2526,MO,8732.0,0.2892808062299588
Pemiscot,Missouri,3937,MO,14841.0,0.2652786200390809
Putnam,Missouri,1182,MO,4666.0,0.2533219031290184
Ralls,Missouri,2989,MO,10420.0,0.286852207293666
Reynolds,Missouri,1406,MO,6006.0,0.2340992340992341
St. Charles,Missouri,121451,MO,413803.0,0.2934995638020991
Ste. Genevieve,Missouri,4915,MO,18644.0,0.2636236859043124
St. Louis,Missouri,292808,MO,990414.0,0.29564202444634263
Schuyler,Missouri,897,MO,4002.0,0.22413793103448276
Scott,Missouri,14033,MO,37840.0,0.3708509513742072
Shannon,Missouri,1929,MO,7193.0,0.26817739468928126
Shelby,Missouri,2101,MO,5982.0,0.3512203276496155
Stoddard,Missouri,7256,MO,28377.0,0.25570003876378755
Stone,Missouri,7050,MO,32136.0,0.21938013442867813
Taney,Missouri,16234,MO,56821.0,0.2857042290702381
Vernon,Missouri,6193,MO,19651.0,0.31514935626685664
Warren,Missouri,10061,MO,37260.0,0.27002147074610844
Wright,Missouri,4643,MO,19156.0,0.2423783670912508
Beaverhead,Montana,2493,MT,9719.0,0.25650787118016255
Carter,Montana,291,MT,1382.0,0.2105643994211288
Cascade,Montana,30435,MT,84864.0,0.3586326357466063
Chouteau,Montana,1373,MT,5898.0,0.23279077653441846
Deer Lodge,Montana,3320,MT,9510.0,0.3491062039957939
Fergus,Montana,3003,MT,11663.0,0.2574809225756666
Golden Valley,Montana,178,MT,835.0,0.21317365269461078
Jefferson,Montana,3197,MT,12826.0,0.24925931701231874
McCone,Montana,455,MT,1709.0,0.2662375658279696
Musselshell,Montana,1113,MT,5197.0,0.21416201654800845
Powder River,Montana,421,MT,1725.0,0.24405797101449275
Teton,Montana,1571,MT,6368.0,0.24670226130653267
Toole,Montana,1426,MT,5082.0,0.2805981896890988
Treasure,Montana,148,MT,758.0,0.19525065963060687
Adams,Nebraska,7977,NE,30970.0,0.25757184371972874
Boyd,Nebraska,496,NE,1741.0,0.2848937392303274
Brown,Nebraska,669,NE,2872.0,0.23293871866295265
Cheyenne,Nebraska,2438,NE,9511.0,0.25633477026600776
Frontier,Nebraska,630,NE,2633.0,0.23927079377136345
Garden,Nebraska,490,NE,1837.0,0.2667392487751769
Grant,Nebraska,114,NE,576.0,0.19791666666666666
Hamilton,Nebraska,2907,NE,9429.0,0.308304167992364
Harlan,Nebraska,405,NE,3054.0,0.13261296660117877
Kimball,Nebraska,844,NE,3315.0,0.25460030165912517
Knox,Nebraska,2030,NE,8336.0,0.24352207293666026
Logan,Nebraska,166,NE,675.0,0.24592592592592594
Loup,Nebraska,93,NE,599.0,0.15525876460767946
Merrick,Nebraska,2126,NE,7721.0,0.2753529335578293
Nance,Nebraska,918,NE,3326.0,0.2760072158749248
Nemaha,Nebraska,1605,NE,7035.0,0.2281449893390192
Nuckolls,Nebraska,1134,NE,4041.0,0.2806236080178174
Phelps,Nebraska,2823,NE,8988.0,0.31408544726301735
Rock,Nebraska,194,NE,1245.0,0.15582329317269075
Saline,Nebraska,4516,NE,14116.0,0.3199206574100312
Seward,Nebraska,3785,NE,17692.0,0.21393850327831787
Stanton,Nebraska,765,NE,5717.0,0.13381143956620606
Thomas,Nebraska,113,NE,671.0,0.16840536512667661
Douglas,Nevada,8868,NV,49628.0,0.1786894495043121
Elko,Nevada,13033,NV,54046.0,0.2411464308181919
Eureka,Nevada,193,NV,1863.0,0.10359634997316157
Nye,Nevada,9208,NV,54738.0,0.1682195184332639
Carson City,Nevada,17628,NV,58130.0,0.30325133321864783
Grafton,New Hampshire,23510,NH,91126.0,0.2579944253012313
Merrimack,New Hampshire,40579,NH,156020.0,0.2600884501986925
Strafford,New Hampshire,37635,NH,132275.0,0.28452088452088453
Atlantic,New Jersey,92683,NJ,275638.0,0.33624899324476304
Bergen,New Jersey,329767,NJ,952997.0,0.34603151951160394
Gloucester,New Jersey,92336,NJ,306601.0,0.30116013972557165
Hudson,New Jersey,240384,NJ,703366.0,0.3417623257308428
Morris,New Jersey,167136,NJ,511151.0,0.3269796987582926
Cibola,New Mexico,9668,NM,26950.0,0.3587384044526902
Harding,New Mexico,104,NM,628.0,0.16560509554140126
Otero,New Mexico,17239,NM,68823.0,0.25048312337445333
Rio Arriba,New Mexico,13622,NM,40048.0,0.3401418298042349
San Juan,New Mexico,53367,NM,120418.0,0.4431812519722965
San Miguel,New Mexico,7777,NM,26953.0,0.2885393091678106
Socorro,New Mexico,4811,NM,16115.0,0.2985417313062364
Chautauqua,New York,30044,NY,126027.0,0.2383933601529831
Delaware,New York,10333,NY,44740.0,0.23095663835493965
Essex,New York,7957,NY,36910.0,0.2155784340287185
Jefferson,New York,27772,NY,116637.0,0.2381062613064465
Lewis,New York,7475,NY,26699.0,0.27997303269785384
Niagara,New York,60548,NY,210880.0,0.2871206373292868
Oswego,New York,35321,NY,118287.0,0.2986042422244203
Rensselaer,New York,42458,NY,159853.0,0.2656065259957586
Richmond,New York,229063,NY,491133.0,0.46639708592173607
Rockland,New York,120713,NY,339022.0,0.35606243842582486
Schenectady,New York,44424,NY,160093.0,0.2774887096874941
Schuyler,New York,4383,NY,17650.0,0.248328611898017
Steuben,New York,25812,NY,92599.0,0.2787503104785149
Suffolk,New York,573089,NY,1525465.0,0.37568151350571793
Tioga,New York,14314,NY,47772.0,0.2996315833542661
Wayne,New York,22510,NY,91125.0,0.2470233196159122
Westchester,New York,338837,NY,990427.0,0.3421120385449912
Wyoming,New York,10107,NY,39666.0,0.2548026017243987
Alamance,North Carolina,62441,NC,176353.0,0.3540682608177916
Alleghany,North Carolina,3810,NC,11185.0,0.340634778721502
Avery,North Carolina,5608,NC,17571.0,0.3191622559899835
Cumberland,North Carolina,117076,NC,336699.0,0.34771710043688875
Durham,North Carolina,104443,NC,332680.0,0.31394433088854157
Forsyth,North Carolina,126962,NC,389157.0,0.32624878904914983
Franklin,North Carolina,26656,NC,74539.0,0.357611451723259
Granville,North Carolina,19816,NC,61903.0,0.3201137263137489
Guilford,North Carolina,162354,NC,546101.0,0.2972966539156676
Harnett,North Carolina,43099,NC,138832.0,0.310439956206062
Jackson,North Carolina,12389,NC,42955.0,0.28841811197765105
Johnston,North Carolina,76467,NC,234778.0,0.3256991711318778
Jones,North Carolina,2938,NC,9233.0,0.31820643344525074
Lenoir,North Carolina,20460,NC,54633.0,0.3744989292186041
Lincoln,North Carolina,30642,NC,93095.0,0.32914764487888715
Macon,North Carolina,9885,NC,38065.0,0.25968737685537896
Madison,North Carolina,6381,NC,21768.0,0.2931367144432194
Martin,North Carolina,7636,NC,21508.0,0.35503068625627676
Northampton,North Carolina,5971,NC,16779.0,0.35586149353358365
Pasquotank,North Carolina,10758,NC,40938.0,0.2627876300747472
Pitt,North Carolina,67576,NC,173542.0,0.3893927694736721
Polk,North Carolina,5112,NC,19986.0,0.25577904533173224
Robeson,North Carolina,52675,NC,116663.0,0.45151419044598545
Stokes,North Carolina,15829,NC,45175.0,0.3503929164360819
Wake,North Carolina,394227,NC,1175021.0,0.3355063441419345
Washington,North Carolina,3932,NC,10828.0,0.36313261913557443
Watauga,North Carolina,15260,NC,55089.0,0.27700629889814665
Wilkes,North Carolina,23301,NC,65784.0,0.3542046698285297
Wilson,North Carolina,27980,NC,78449.0,0.356664839577305
Barnes,North Dakota,3779,ND,10758.0,0.35127347090537275
Benson,North Dakota,2311,ND,5770.0,0.40051993067590985
Billings,North Dakota,170,ND,1018.0,0.16699410609037327
Bowman,North Dakota,939,ND,2894.0,0.32446440912232205
Cavalier,North Dakota,1002,ND,3597.0,0.2785654712260217
Divide,North Dakota,610,ND,2187.0,0.27892089620484684
Dunn,North Dakota,1209,ND,4015.0,0.301120797011208
Emmons,North Dakota,845,ND,3250.0,0.26
Grand Forks,North Dakota,27402,ND,72413.0,0.3784127159487937
Kidder,North Dakota,607,ND,2393.0,0.25365649811951524
McKenzie,North Dakota,3683,ND,13908.0,0.26481161921196433
Mercer,North Dakota,3063,ND,8333.0,0.3675747029881195
Morton,North Dakota,13430,ND,33710.0,0.3983981014535746
Pembina,North Dakota,2436,ND,6763.0,0.3601951796539997
Renville,North Dakota,675,ND,2220.0,0.30405405405405406
Sheridan,North Dakota,347,ND,1295.0,0.26795366795366793
Stutsman,North Dakota,8417,ND,21487.0,0.39172522920835856
Ward,North Dakota,24411,ND,68870.0,0.35445041382314507
Wells,North Dakota,1228,ND,3930.0,0.31246819338422394
Williams,North Dakota,12413,ND,38109.0,0.32572358235587395
Ashtabula,Ohio,26481,OH,97014.0,0.2729606036242192
Columbiana,Ohio,30093,OH,100511.0,0.29940006566445465
Coshocton,Ohio,10189,OH,36571.0,0.278608733696098
Defiance,Ohio,12539,OH,38187.0,0.328357818105638
Franklin,Ohio,370823,OH,1321820.0,0.2805397103992979
Fulton,Ohio,12806,OH,42171.0,0.3036683977140689
Gallia,Ohio,10582,OH,29068.0,0.36404293381037567
Greene,Ohio,48987,OH,168456.0,0.2907999715059125
Hamilton,Ohio,240587,OH,825037.0,0.2916075279048091
Harrison,Ohio,4207,OH,14378.0,0.2925998052580331
Holmes,Ohio,5948,OH,44390.0,0.13399414282496058
Marion,Ohio,24811,OH,64642.0,0.3838216639336654
Montgomery,Ohio,164373,OH,533892.0,0.3078768739745117
Morgan,Ohio,4246,OH,13668.0,0.3106526192566579
Paulding,Ohio,5634,OH,18757.0,0.3003678626646052
Preble,Ohio,11757,OH,40596.0,0.28960981377475614
Scioto,Ohio,28235,OH,72194.0,0.39109898329501064
Stark,Ohio,99621,OH,372657.0,0.2673262544377269
Wood,Ohio,39081,OH,131592.0,0.2969861389750137
Adair,Oklahoma,9983,OK,19576.0,0.509961176951369
Atoka,Oklahoma,4773,OK,14262.0,0.33466554480437527
Beckham,Oklahoma,7345,OK,22009.0,0.3337271116361488
Carter,Oklahoma,19657,OK,48510.0,0.40521541950113377
Choctaw,Oklahoma,5113,OK,14358.0,0.3561080930491712
Cleveland,Oklahoma,101912,OK,299587.0,0.340174974214502
Craig,Oklahoma,6101,OK,14123.0,0.43199037031792115
Custer,Oklahoma,9867,OK,27886.0,0.35383346482105715
Dewey,Oklahoma,1254,OK,4401.0,0.2849352419904567
Garfield,Oklahoma,18276,OK,61920.0,0.2951550387596899
Grady,Oklahoma,17386,OK,56658.0,0.3068586960358643
Greer,Oklahoma,1615,OK,5547.0,0.2911483684874707
Harmon,Oklahoma,917,OK,2428.0,0.3776771004942339
Hughes,Oklahoma,3150,OK,13407.0,0.2349518908033117
Okmulgee,Oklahoma,11872,OK,36990.0,0.32095160854284943
Osage,Oklahoma,14108,OK,45839.0,0.30777285717402214
Pottawatomie,Oklahoma,27319,OK,73533.0,0.37152026981083325
Roger Mills,Oklahoma,1133,OK,3320.0,0.34126506024096387
Seminole,Oklahoma,7909,OK,23351.0,0.33870069804291036
Washita,Oklahoma,3371,OK,10732.0,0.314107342527022
Woodward,Oklahoma,6221,OK,19990.0,0.3112056028014007
Baker,Oregon,3855,OR,16938.0,0.22759475735033652
Coos,Oregon,15191,OR,64990.0,0.23374365286967225
Crook,Oregon,8066,OR,26375.0,0.3058199052132701
Harney,Oregon,1977,OR,7515.0,0.2630738522954092
Hood River,Oregon,4740,OR,24048.0,0.19710578842315368
Josephine,Oregon,21235,OR,87730.0,0.2420494699646643
Lincoln,Oregon,9471,OR,50813.0,0.18638930982228957
Marion,Oregon,89118,OR,346703.0,0.25704421363530167
Sherman,Oregon,391,OR,1955.0,0.2
Umatilla,Oregon,26794,OR,80215.0,0.33402730162687777
Union,Oregon,5878,OR,26177.0,0.22454826756312793
Wasco,Oregon,6855,OR,26561.0,0.2580851624562328
Yamhill,Oregon,23226,OR,108226.0,0.21460647164267366
Berks,Pennsylvania,127744,PA,430449.0,0.29676918752279596
Bradford,Pennsylvania,20994,PA,59866.0,0.35068319246316776
Crawford,Pennsylvania,25289,PA,82670.0,0.3059029877827507
Cumberland,Pennsylvania,63915,PA,268579.0,0.23797467411822965
Elk,Pennsylvania,8721,PA,30477.0,0.2861502116350034
Erie,Pennsylvania,73081,PA,267689.0,0.27300710899588704
Fayette,Pennsylvania,39589,PA,125755.0,0.3148105443123534
Forest,Pennsylvania,2561,PA,6626.0,0.3865076969514036
Juniata,Pennsylvania,5807,PA,23339.0,0.24881100304211834
Lawrence,Pennsylvania,23439,PA,84849.0,0.276243679949086
Lebanon,Pennsylvania,46061,PA,144011.0,0.31984362305657205
Lycoming,Pennsylvania,35404,PA,113104.0,0.31302164379685954
Mifflin,Pennsylvania,15311,PA,45988.0,0.33293467861181175
Monroe,Pennsylvania,48544,PA,167198.0,0.29033840117704757
Schuylkill,Pennsylvania,42985,PA,143104.0,0.30037595035778175
Somerset,Pennsylvania,22493,PA,72710.0,0.3093522211525237
Warren,Pennsylvania,9899,PA,37808.0,0.2618228946254761
Washington,Pennsylvania,64210,PA,210383.0,0.3052052684865222
Allendale,South Carolina,2449,SC,7579.0,0.32312970048819106
Anderson,South Carolina,70859,SC,209581.0,0.3380983963240943
Calhoun,South Carolina,3628,SC,14179.0,0.25587135905211933
Fairfield,South Carolina,7792,SC,20455.0,0.3809337570276216
Florence,South Carolina,50894,SC,136721.0,0.3722471310186438
Laurens,South Carolina,23268,SC,67965.0,0.3423526815272567
Marion,South Carolina,10746,SC,28450.0,0.3777152899824253
Orangeburg,South Carolina,29964,SC,83094.0,0.36060365369340747
Spartanburg,South Carolina,118340,SC,345831.0,0.34219026056079416
Union,South Carolina,10055,SC,26752.0,0.3758597488038278
York,South Carolina,96550,SC,294248.0,0.32812457518827653
Brookings,South Dakota,9599,SD,35484.0,0.27051628903167624
Brule,South Dakota,1696,SD,5321.0,0.3187370794963353
Campbell,South Dakota,308,SD,1349.0,0.22831727205337288
Dewey,South Dakota,3513,SD,5140.0,0.6834630350194553
Faulk,South Dakota,717,SD,2126.0,0.33725305738476014
Hanson,South Dakota,751,SD,3461.0,0.21698930944813638
Jerauld,South Dakota,511,SD,1650.0,0.3096969696969697
Kingsbury,South Dakota,1592,SD,5294.0,0.3007177937287495
McPherson,South Dakota,535,SD,2395.0,0.22338204592901878
Mellette,South Dakota,666,SD,1892.0,0.35200845665961944
Minnehaha,South Dakota,65927,SD,203971.0,0.32321751621554046
Moody,South Dakota,1706,SD,6349.0,0.2687037328713183
Pennington,South Dakota,39396,SD,114461.0,0.34418710303072664
Tripp,South Dakota,1736,SD,5565.0,0.3119496855345912
Walworth,South Dakota,1543,SD,5265.0,0.2930674264007597
Yankton,South Dakota,7086,SD,23373.0,0.30317032473366706
Benton,Tennessee,5792,TN,16002.0,0.3619547556555431
Bradley,Tennessee,39567,TN,110616.0,0.35769689737470167
Carroll,Tennessee,11813,TN,28458.0,0.4151029587462225
Chester,Tennessee,7208,TN,17609.0,0.4093361349310012
Clay,Tennessee,2675,TN,7620.0,0.3510498687664042
Decatur,Tennessee,4606,TN,11564.0,0.3983050847457627
Dyer,Tennessee,15939,TN,36410.0,0.4377643504531722
Fentress,Tennessee,7176,TN,19332.0,0.3711980136561142
Giles,Tennessee,11627,TN,30554.0,0.3805393729135301
Grainger,Tennessee,8366,TN,24277.0,0.34460600568439265
Hamilton,Tennessee,123193,TN,374682.0,0.3287934835407092
Henry,Tennessee,10336,TN,32379.0,0.3192192470428364
Houston,Tennessee,3079,TN,8219.0,0.37461978342864094
McMinn,Tennessee,20168,TN,54719.0,0.36857398709771744
Marion,Tennessee,11153,TN,29094.0,0.3833436447377466
Pickett,Tennessee,2240,TN,5107.0,0.4386136675151753
Putnam,Tennessee,30060,TN,82382.0,0.3648855332475541
Rhea,Tennessee,11910,TN,33730.0,0.3530981322265046
Stewart,Tennessee,3786,TN,14035.0,0.2697541859636623
Sullivan,Tennessee,61129,TN,160820.0,0.3801081954980724
Sumner,Tennessee,66249,TN,203858.0,0.3249762089297452
Tipton,Tennessee,22275,TN,61656.0,0.36127870766835346
Wayne,Tennessee,6935,TN,16308.0,0.4252514103507481
Weakley,Tennessee,11972,TN,33063.0,0.362096603454012
White,Tennessee,9972,TN,28064.0,0.35533067274800456
Wilson,Tennessee,52139,TN,158555.0,0.32883857336570904
Austin,Texas,7213,TX,31097.0,0.23195163520596843
Bailey,Texas,1741,TX,6779.0,0.25682254019766926
Bandera,Texas,4226,TX,22115.0,0.19109201899163464
Bastrop,Texas,26233,TX,106188.0,0.24704298037443026
Bell,Texas,89760,TX,388386.0,0.23111028718851864
Borden,Texas,117,TX,585.0,0.2
Bowie,Texas,24358,TX,92035.0,0.2646601836257945
Brown,Texas,15999,TX,38373.0,0.41693378156516303
Burleson,Texas,5704,TX,18657.0,0.3057297529077558
Carson,Texas,1557,TX,5784.0,0.2691908713692946
Castro,Texas,2732,TX,7298.0,0.3743491367497945
Childress,Texas,3211,TX,6809.0,0.47158173006315174
Clay,Texas,2507,TX,10486.0,0.2390806790005722
Cochran,Texas,990,TX,2526.0,0.3919239904988123
Collin,Texas,281879,TX,1158696.0,0.24327260989940416
Colorado,Texas,4649,TX,20754.0,0.22400501108220103
Comanche,Texas,4237,TX,13878.0,0.3053033578325407
Concho,Texas,1344,TX,3340.0,0.4023952095808383
Cooke,Texas,8471,TX,43050.0,0.1967711962833914
Crockett,Texas,1569,TX,2943.0,0.5331294597349643
Denton,Texas,270319,TX,977281.0,0.2766031468942914
DeWitt,Texas,5174,TX,19772.0,0.2616831883471576
Ellis,Texas,58058,TX,212182.0,0.27362358729769726
Fisher,Texas,710,TX,3622.0,0.19602429596907786
Fort Bend,Texas,256008,TX,889146.0,0.2879257174862171
Gillespie,Texas,6241,TX,27477.0,0.22713542235324088
Gonzales,Texas,5285,TX,19832.0,0.2664885034288019
Grayson,Texas,32292,TX,143131.0,0.22561150274922973
Hansford,Texas,2255,TX,5151.0,0.43777907202484956
Hardin,Texas,15347,TX,57811.0,0.26546850945321826
Harrison,Texas,15762,TX,69955.0,0.22531627474805233
Hill,Texas,9464,TX,37329.0,0.25352942752283747
Hudspeth,Texas,1377,TX,3432.0,0.4012237762237762
Jack,Texas,1697,TX,8922.0,0.19020399013674064
Jasper,Texas,9398,TX,32484.0,0.2893116611254772
Jeff Davis,Texas,279,TX,1903.0,0.1466106148187073
Jim Wells,Texas,14608,TX,38826.0,0.37624272394787
Kaufman,Texas,42484,TX,172366.0,0.24647552301497974
Kerr,Texas,10802,TX,53741.0,0.20100109785824602
King,Texas,60,TX,233.0,0.2575107296137339
