county,state_full,cumulative_cases,State,county_pop,percent_cases
McCurtain,Oklahoma,9846,OK,30931.0,0.31832142510749734
McIntosh,Oklahoma,5597,OK,19451.0,0.287748701866228
Ottawa,Oklahoma,11810,OK,30338.0,0.3892807699914299
Payne,Oklahoma,23679,OK,82794.0,0.2859989854337271
Pittsburg,Oklahoma,14096,OK,43613.0,0.3232063834177883
Pushmataha,Oklahoma,3316,OK,10769.0,0.30792088401894324
Rogers,Oklahoma,32095,OK,98836.0,0.32472985551823225
Stephens,Oklahoma,13602,OK,43710.0,0.31118737131091284
Texas,Oklahoma,7066,OK,20495.0,0.3447670163454501
Tulsa,Oklahoma,215637,OK,677358.0,0.31835011913936206
Washington,Oklahoma,15972,OK,53242.0,0.29998873070132603
Benton,Oregon,22566,OR,97630.0,0.23113796988630544
Grant,Oregon,2266,OR,7218.0,0.313937378775284
Jefferson,Oregon,9194,OR,25330.0,0.3629688116857481
Klamath,Oregon,18183,OR,70212.0,0.2589728251580926
Washington,Oregon,124079,OR,600176.0,0.2067376902775186
Wheeler,Oregon,304,OR,1445.0,0.21038062283737025
Carbon,Pennsylvania,20374,PA,65460.0,0.31124350748548735
Clearfield,Pennsylvania,24774,PA,77904.0,0.3180067775723968
Columbia,Pennsylvania,19882,PA,64926.0,0.3062255490866525
Delaware,Pennsylvania,142937,PA,575182.0,0.24850742895292272
Fulton,Pennsylvania,5119,PA,14533.0,0.3522328493772793
Indiana,Pennsylvania,22172,PA,82957.0,0.26727099581711006
Montgomery,Pennsylvania,201737,PA,864683.0,0.23330746643567643
Perry,Pennsylvania,10608,PA,46114.0,0.23003859999132584
Potter,Pennsylvania,3932,PA,16220.0,0.24241676942046855
Snyder,Pennsylvania,9871,PA,39652.0,0.24894078482800364
Susquehanna,Pennsylvania,10269,PA,38074.0,0.2697116142249304
Tioga,Pennsylvania,10324,PA,41106.0,0.25115554906826254
Union,Pennsylvania,13646,PA,42744.0,0.31924948530787944
Venango,Pennsylvania,14041,PA,49777.0,0.2820780681841011
Westmoreland,Pennsylvania,100369,PA,352057.0,0.28509303891131266
York,Pennsylvania,149060,PA,461058.0,0.3232998885172798
Kent,Rhode Island,65092,RI,171275.0,0.3800437892278499
Providence,Rhode Island,281511,RI,657288.0,0.42829170774455033
Washington,Rhode Island,43479,RI,130330.0,0.33360699762142254
Bamberg,South Carolina,4318,SC,12908.0,0.334521227145956
Barnwell,South Carolina,6837,SC,20414.0,0.3349172136768884
Chester,South Carolina,12853,SC,31931.0,0.40252419279070495
Dorchester,South Carolina,71985,SC,166133.0,0.4332974183335039
Georgetown,South Carolina,19959,SC,64722.0,0.30838045795865393
Hampton,South Carolina,6112,SC,18113.0,0.3374371998012477
Horry,South Carolina,122440,SC,383101.0,0.3196024024996019
Jasper,South Carolina,7364,SC,32039.0,0.22984487655669653
Lexington,South Carolina,125223,SC,304797.0,0.41084065788049096
McCormick,South Carolina,2770,SC,9764.0,0.2836952068824252
Williamsburg,South Carolina,10464,SC,30058.0,0.3481269545545279
Beadle,South Dakota,5689,SD,19376.0,0.2936106523534269
Bennett,South Dakota,954,SD,3336.0,0.28597122302158273
Bon Homme,South Dakota,2628,SD,7062.0,0.3721325403568394
Brown,South Dakota,12316,SD,37972.0,0.324344253660592
Clark,South Dakota,1002,SD,3912.0,0.2561349693251534
Clay,South Dakota,3986,SD,15280.0,0.26086387434554975
Davison,South Dakota,7186,SD,19973.0,0.35978571070945775
Douglas,South Dakota,855,SD,2776.0,0.3079971181556196
Grant,South Dakota,2449,SD,7463.0,0.32815221760686053
Harding,South Dakota,222,SD,1330.0,0.16691729323308271
Jackson,South Dakota,757,SD,2821.0,0.2683445586671393
Lawrence,South Dakota,7900,SD,27214.0,0.29029176159329756
Meade,South Dakota,8488,SD,30698.0,0.27650009772623624
Potter,South Dakota,818,SD,2438.0,0.3355209187858901
Stanley,South Dakota,740,SD,2999.0,0.24674891630543513
Sully,South Dakota,269,SD,1471.0,0.18286879673691367
Turner,South Dakota,2314,SD,8856.0,0.26129177958446254
Union,South Dakota,4408,SD,17063.0,0.25833675203657036
Blount,Tennessee,49910,TN,139958.0,0.3566069820946284
Cocke,Tennessee,15034,TN,36879.0,0.4076574744434502
Cumberland,Tennessee,19837,TN,63522.0,0.31228550738326877
Davidson,Tennessee,237795,TN,708144.0,0.3358003456924015
Grundy,Tennessee,4658,TN,13783.0,0.33795255024305304
Humphreys,Tennessee,6207,TN,19106.0,0.32487176803098505
Jefferson,Tennessee,20017,TN,56727.0,0.3528654785199288
Lauderdale,Tennessee,9599,TN,24793.0,0.3871657322631388
McNairy,Tennessee,9670,TN,25988.0,0.37209481299061103
Meigs,Tennessee,4217,TN,13272.0,0.31773658830620854
Montgomery,Tennessee,64614,TN,235201.0,0.2747182197354603
Moore,Tennessee,2776,TN,6742.0,0.41174725600711953
Overton,Tennessee,8747,TN,23044.0,0.37957819822947403
Roane,Tennessee,19837,TN,55082.0,0.36013579753821573
Scott,Tennessee,12470,TN,22035.0,0.5659178579532562
Sevier,Tennessee,37008,TN,98789.0,0.37461660711212785
Union,Tennessee,7053,TN,20452.0,0.34485624877762566
Van Buren,Tennessee,2318,TN,6429.0,0.3605537408617203
Warren,Tennessee,15938,TN,42026.0,0.37924142197687144
Armstrong,Texas,650,TX,1850.0,0.35135135135135137
Atascosa,Texas,15461,TX,50864.0,0.3039674425920101
Baylor,Texas,910,TX,3466.0,0.26255049047893825
Bee,Texas,10480,TX,30394.0,0.3448048957030993
Bexar,Texas,709927,TX,2059530.0,0.34470340320364357
Bosque,Texas,4663,TX,18697.0,0.2493982991923838
Briscoe,Texas,570,TX,1431.0,0.39832285115303984
Brooks,Texas,2214,TX,6906.0,0.3205907906168549
Burnet,Texas,13293,TX,52502.0,0.2531903546531561
Calhoun,Texas,7076,TX,19706.0,0.3590784532629656
Cherokee,Texas,9248,TX,51645.0,0.17906864168845
Coke,Texas,1157,TX,3333.0,0.3471347134713471
Crosby,Texas,2100,TX,4998.0,0.42016806722689076
Dawson,Texas,3467,TX,12130.0,0.28582028029678486
Deaf Smith,Texas,6290,TX,18377.0,0.3422756706753006
Delta,Texas,9921,TX,5406.0,1.835183129855716
Dickens,Texas,505,TX,1726.0,0.2925840092699884
Donley,Texas,1279,TX,3339.0,0.3830488170110812
Eastland,Texas,3429,TX,17944.0,0.19109451627284887
Ector,Texas,46475,TX,160869.0,0.2888996637015211
El Paso,Texas,246617,TX,868763.0,0.28387143559290623
Garza,Texas,1375,TX,6262.0,0.2195784094538486
Goliad,Texas,1771,TX,7131.0,0.24835226475950078
Gray,Texas,6789,TX,21015.0,0.3230549607423269
Guadalupe,Texas,45147,TX,182760.0,0.24702889034799738
Hall,Texas,1226,TX,2810.0,0.43629893238434164
Hardeman,Texas,645,TX,3516.0,0.18344709897610922
Hartley,Texas,1288,TX,5208.0,0.24731182795698925
Houston,Texas,4913,TX,21950.0,0.22382687927107062
Hunt,Texas,20317,TX,108282.0,0.1876304464269223
Hutchinson,Texas,6805,TX,20215.0,0.3366312144447193
Jones,Texas,6201,TX,19935.0,0.3110609480812641
Kimble,Texas,995,TX,4422.0,0.22501130710085934
Knox,Texas,628,TX,3273.0,0.19187289948059885
Lamb,Texas,4749,TX,12724.0,0.37323168814838104
La Salle,Texas,2535,TX,6604.0,0.3838582677165354
Liberty,Texas,23341,TX,101992.0,0.22885128245352576
Limestone,Texas,5800,TX,22253.0,0.2606390149642745
McCulloch,Texas,2034,TX,7497.0,0.27130852340936373
McMullen,Texas,200,TX,576.0,0.3472222222222222
Marion,Texas,2067,TX,9560.0,0.21621338912133892
Matagorda,Texas,10613,TX,36125.0,0.29378546712802767
Montague,Texas,5330,TX,21063.0,0.2530503726914495
Morris,Texas,3007,TX,12083.0,0.2488620375734503
Nueces,Texas,101034,TX,351674.0,0.2872944829586492
Ochiltree,Texas,2638,TX,9606.0,0.2746200291484489
Palo Pinto,Texas,7984,TX,29239.0,0.27305995417079926
Pecos,Texas,3714,TX,14735.0,0.2520529351883271
Polk,Texas,8510,TX,53255.0,0.15979720214064408
Rains,Texas,2102,TX,12823.0,0.16392419870545114
Randall,Texas,31318,TX,146140.0,0.21430135486519775
Rusk,Texas,12563,TX,53333.0,0.23555772223576396
San Jacinto,Texas,6590,TX,28348.0,0.23246789896994496
Scurry,Texas,6130,TX,16686.0,0.36737384633824766
Somervell,Texas,2253,TX,9757.0,0.23091114071948346
Starr,Texas,25657,TX,65728.0,0.3903511441090555
Trinity,Texas,3294,TX,13996.0,0.23535295798799657
Upshur,Texas,8993,TX,42488.0,0.21165976275654302
Upton,Texas,992,TX,3152.0,0.3147208121827411
Victoria,Texas,25367,TX,91065.0,0.2785592708504914
Waller,Texas,11701,TX,61894.0,0.18904901929104598
Washington,Texas,10669,TX,36159.0,0.29505793854918555
Wharton,Texas,12031,TX,41824.0,0.2876578041315991
Wichita,Texas,41262,TX,129978.0,0.31745372293772794
Willacy,Texas,9178,TX,20143.0,0.4556421585662513
Zapata,Texas,4446,TX,13849.0,0.3210340096757889
Cache,Utah,41899,UT,140173.0,0.298909205053755
Juab,Utah,3319,UT,12567.0,0.26410440041378214
Kane,Utah,1622,UT,8227.0,0.19715570681901057
Morgan,Utah,3260,UT,12832.0,0.2540523690773067
Salt Lake,Utah,413193,UT,1186257.0,0.34831659581355473
Summit,Utah,16047,UT,43036.0,0.3728738730365276
Chittenden,Vermont,40587,VT,169301.0,0.23973278362206957
Grand Isle,Vermont,1307,VT,7489.0,0.1745226331953532
Accomack,Virginia,9214,VA,33191.0,0.27760537495104093
Bland,Virginia,2431,VA,6148.0,0.3954131424853611
Buckingham,Virginia,5030,VA,16982.0,0.296195972205865
Carroll,Virginia,9942,VA,29147.0,0.3410985693210279
Charlotte,Virginia,3495,VA,11475.0,0.3045751633986928
Chesterfield,Virginia,100894,VA,378408.0,0.2666275554428025
Clarke,Virginia,3549,VA,15266.0,0.2324774007598585
Dinwiddie,Virginia,7603,VA,28161.0,0.26998331025176664
Fluvanna,Virginia,6950,VA,28159.0,0.24681274192975602
Franklin,Virginia,14235,VA,55074.0,0.25847042161455497
Goochland,Virginia,5840,VA,26109.0,0.22367765904477382
Highland,Virginia,498,VA,2301.0,0.21642764015645372
James City,Virginia,21484,VA,81199.0,0.26458453921846325
Lancaster,Virginia,2391,VA,10750.0,0.22241860465116278
Mecklenburg,Virginia,8001,VA,30508.0,0.26225907958568245
Middlesex,Virginia,2554,VA,10943.0,0.2333912089920497
New Kent,Virginia,6020,VA,24986.0,0.24093492355719204
Northampton,Virginia,2921,VA,11900.0,0.24546218487394958
Northumberland,Virginia,2733,VA,12302.0,0.22215899853682328
Orange,Virginia,9280,VA,37991.0,0.24426837935300466
Patrick,Virginia,5075,VA,17643.0,0.2876494927166582
Prince Edward,Virginia,6872,VA,21927.0,0.3134035663793497
Rappahannock,Virginia,1386,VA,7502.0,0.18475073313782991
Shenandoah,Virginia,14182,VA,44968.0,0.31537982565379824
Wise,Virginia,14104,VA,35421.0,0.3981818695124361
Adams,Washington,5685,WA,20961.0,0.27121797624159155
Ferry,Washington,1874,WA,7448.0,0.2516111707841031
Kittitas,Washington,10509,WA,45189.0,0.23255659563168027
San Juan,Washington,2036,WA,18662.0,0.10909870324724039
Snohomish,Washington,208747,WA,840079.0,0.24848496391410807
Whatcom,Washington,49712,WA,230677.0,0.2155047967504346
Whitman,Washington,10224,WA,47619.0,0.2147042147042147
Boone,West Virginia,8837,WV,20968.0,0.4214517359786341
Fayette,West Virginia,17175,WV,39487.0,0.43495327576164305
Hancock,West Virginia,8644,WV,28172.0,0.306829476075536
Kanawha,West Virginia,59758,WV,175515.0,0.34047232430276614
Lewis,West Virginia,7026,WV,16767.0,0.4190373948828055
Lincoln,West Virginia,7356,WV,19901.0,0.36962966685091203
McDowell,West Virginia,7546,WV,17850.0,0.42274509803921567
Marion,West Virginia,20647,WV,55952.0,0.3690127251930226
Marshall,West Virginia,11356,WV,29752.0,0.3816886259747244
Mineral,West Virginia,10381,WV,26855.0,0.3865574380934649
Mingo,West Virginia,10065,WV,22573.0,0.4458866787755283
Monroe,West Virginia,6041,WV,12296.0,0.49129798308392975
Raleigh,West Virginia,31044,WV,72882.0,0.42594879394089075
Wayne,West Virginia,11819,WV,37998.0,0.31104268645718197
Wood,West Virginia,28412,WV,83340.0,0.34091672666186706
Wyoming,West Virginia,9854,WV,20527.0,0.48005066497783405
Barron,Wisconsin,16277,WI,46843.0,0.3474798795978054
Calumet,Wisconsin,17011,WI,52718.0,0.32267916081793696
Door,Wisconsin,8902,WI,30526.0,0.29162025814060144
Green,Wisconsin,11828,WI,36816.0,0.32127335940895263
Iron,Wisconsin,1846,WI,6224.0,0.29659383033419023
Jackson,Wisconsin,7007,WI,20836.0,0.3362929545018238
Menominee,Wisconsin,2442,WI,4197.0,0.581844174410293
Oconto,Wisconsin,13519,WI,39633.0,0.3411046350263669
Pepin,Wisconsin,2322,WI,7410.0,0.3133603238866397
Price,Wisconsin,4146,WI,14179.0,0.2924042598208618
Richland,Wisconsin,5106,WI,17090.0,0.2987712112346401
Sheboygan,Wisconsin,39853,WI,117841.0,0.3381929888578678
Trempealeau,Wisconsin,10068,WI,30899.0,0.32583578756594067
Walworth,Wisconsin,33773,WI,105380.0,0.32048775858796735
Waushara,Wisconsin,7745,WI,24999.0,0.3098123924956998
Albany,Wyoming,11650,WY,38031.0,0.3063290473561042
Big Horn,Wyoming,3116,WY,11855.0,0.2628426824124842
Campbell,Wyoming,14055,WY,47058.0,0.2986739767945939
Carbon,Wyoming,5047,WY,14542.0,0.34706367762343554
Fremont,Wyoming,17085,WY,39472.0,0.43283846777462504
Lincoln,Wyoming,4924,WY,20660.0,0.23833494675701838
Sublette,Wyoming,2342,WY,8763.0,0.26726007075202557
Sweetwater,Wyoming,12628,WY,41345.0,0.305429918974483
Teton,Wyoming,12170,WY,23287.0,0.5226091810881608
Bullock,Alabama,3057,AL,10202.0,0.29964712801411486
Calhoun,Alabama,41931,AL,115788.0,0.3621359726396518
Chambers,Alabama,10935,AL,34088.0,0.3207873738559024
Clarke,Alabama,8630,AL,22515.0,0.38330002220741727
Conecuh,Alabama,3654,AL,11206.0,0.32607531679457435
Crenshaw,Alabama,4766,AL,13025.0,0.36591170825335895
Etowah,Alabama,34402,AL,103088.0,0.3337148843706348
Fayette,Alabama,5949,AL,16118.0,0.3690904578731853
Geneva,Alabama,8001,AL,26783.0,0.29873427173953626
Hale,Alabama,5793,AL,14595.0,0.3969167523124358
Lawrence,Alabama,9487,AL,33214.0,0.2856325645812007
Lowndes,Alabama,3410,AL,9777.0,0.3487777436841567
Marshall,Alabama,33237,AL,99423.0,0.3342989046800036
Russell,Alabama,13152,AL,58555.0,0.22460934164460764
Tallapoosa,Alabama,14744,AL,40977.0,0.3598116016301828
Walker,Alabama,24499,AL,64339.0,0.380779931301388
Washington,Alabama,4422,AL,15122.0,0.29242163734955695
Winston,Alabama,9528,AL,23755.0,0.4010945064197011
Aleutians East Borough,Alaska,795,AK,3398.0,0.23396115361977635
Copper River Census Area,Alaska,1268,AK,2589.0,0.48976438779451525
Denali Borough,Alaska,488,AK,1585.0,0.3078864353312303
Haines Borough,Alaska,805,AK,2056.0,0.39153696498054474
Hoonah-Angoon Census Area,Alaska,948,AK,2287.0,0.4145168342807171
Ketchikan Gateway Borough,Alaska,5021,AK,13741.0,0.36540280911141837
Petersburg Borough,Alaska,902,AK,3360.0,0.26845238095238094
Southeast Fairbanks Census Area,Alaska,2327,AK,7021.0,0.3314342686227033
Yakutat City and Borough,Alaska,0,AK,700.0,0.0
Coconino,Arizona,53713,AZ,144060.0,0.372851589615438
Navajo,Arizona,49280,AZ,108650.0,0.45356649792913023
Pima,Arizona,323431,AZ,1057597.0,0.30581686597068636
Santa Cruz,Arizona,20068,AZ,48759.0,0.4115752989191739
Yavapai,Arizona,61127,AZ,246191.0,0.24829096108306153
Cleburne,Arkansas,8208,AR,25284.0,0.3246321784527765
Conway,Arkansas,6914,AR,21046.0,0.32851848332224654
Desha,Arkansas,3646,AR,10771.0,0.3385015318911893
Franklin,Arkansas,4697,AR,17271.0,0.2719587748248509
Greene,Arkansas,20221,AR,46448.0,0.4353470547709266
Hempstead,Arkansas,5904,AR,19453.0,0.3035007453863157
Jackson,Arkansas,7438,AR,16624.0,0.4474254090471607
Jefferson,Arkansas,22453,AR,64246.0,0.34948479282756906
Lafayette,Arkansas,1586,AR,6101.0,0.259957384035404
Lonoke,Arkansas,24233,AR,75225.0,0.32214024592888
Nevada,Arkansas,2831,AR,8181.0,0.3460457156826794
Perry,Arkansas,3043,AR,10063.0,0.30239491205405944
Sebastian,Arkansas,40255,AR,129059.0,0.31191160631959025
Stone,Arkansas,3852,AR,12575.0,0.3063220675944334
Van Buren,Arkansas,4477,AR,16102.0,0.2780399950316731
Alpine,California,143,CA,1190.0,0.12016806722689076
Butte,California,52526,CA,207303.0,0.25337790577077995
Colusa,California,5427,CA,21914.0,0.24764990417084967
Glenn,California,7888,CA,28339.0,0.27834433113377327
Imperial,California,91289,CA,178713.0,0.5108134271149832
Los Angeles,California,3742471,CA,9721138.0,0.3849828075684143
Madera,California,55762,CA,160256.0,0.34795577076677314
Marin,California,55775,CA,256018.0,0.21785577576576648
Orange,California,800344,CA,3151184.0,0.2539819953388948
San Bernardino,California,750489,CA,2193656.0,0.34211790727443137
Sutter,California,28553,CA,98503.0,0.28986934408089093
Yolo,California,55676,CA,222115.0,0.2506629448709002
Boulder,Colorado,92241,CO,327468.0,0.281679431272674
Clear Creek,Colorado,1941,CO,9355.0,0.20748262960983432
Crowley,Colorado,3562,CO,5614.0,0.6344852155325971
Delta,Colorado,7347,CO,31602.0,0.23248528574140878
Grand,Colorado,4083,CO,15769.0,0.2589257403766884
Hinsdale,Colorado,162,CO,775.0,0.20903225806451614
Lake,Colorado,2218,CO,7327.0,0.3027159819844411
Lincoln,Colorado,2384,CO,5510.0,0.4326678765880218
Moffat,Colorado,3764,CO,13177.0,0.28564923730742964
Park,Colorado,3525,CO,17939.0,0.1964992474496906
Prowers,Colorado,3295,CO,11854.0,0.27796524379956133
Rio Blanco,Colorado,2251,CO,6569.0,0.34267011721723245
Saguache,Colorado,1560,CO,6623.0,0.2355428053752076
San Juan,Colorado,313,CO,803.0,0.38978829389788294
San Miguel,Colorado,2727,CO,8003.0,0.34074721979257777
Sedgwick,Colorado,588,CO,2295.0,0.25620915032679736
Fairfield,Connecticut,265598,CT,,
Litchfield,Connecticut,42106,CT,,
Sussex,Delaware,79132,DE,255956.0,0.30916251230680275
Broward,Florida,775710,FL,1947026.0,0.39840762270252167
Calhoun,Florida,4944,FL,13464.0,0.3672014260249554
Collier,Florida,106177,FL,397994.0,0.26678040372467926
Dixie,Florida,4954,FL,17124.0,0.28930156505489374
Flagler,Florida,28995,FL,126705.0,0.228838640937611
Gadsden,Florida,17885,FL,43403.0,0.4120682902103541
Hamilton,Florida,4559,FL,13217.0,0.3449345539835061
Highlands,Florida,30912,FL,105618.0,0.2926773845367267
Hillsborough,Florida,481830,FL,1513301.0,0.318396670589658
Holmes,Florida,6344,FL,19651.0,0.32283344359065697
Jefferson,Florida,5007,FL,15042.0,0.3328679696848823
Leon,Florida,113918,FL,297369.0,0.38308633381421736
Madison,Florida,7050,FL,18198.0,0.38740520936366635
Okeechobee,Florida,12557,FL,40412.0,0.31072453726615856
Polk,Florida,261444,FL,787404.0,0.3320328573387994
St. Johns,Florida,78756,FL,306841.0,0.2566671337924202
Sumter,Florida,30557,FL,144970.0,0.2107815410084845
Volusia,Florida,151035,FL,579192.0,0.26076844984046743
Baldwin,Georgia,11243,GA,43635.0,0.2576601352125587
Bartow,Georgia,35609,GA,112816.0,0.31563785278683876
Carroll,Georgia,28619,GA,124592.0,0.2297017465005779
Catoosa,Georgia,17093,GA,68826.0,0.2483509138988173
Chattooga,Georgia,7605,GA,24936.0,0.30498075072184794
Coweta,Georgia,41581,GA,152882.0,0.27198100495807226
Dade,Georgia,3970,GA,16081.0,0.2468751943287109
DeKalb,Georgia,193721,GA,762820.0,0.25395375055714325
Dougherty,Georgia,24639,GA,82966.0,0.29697707494636355
Douglas,Georgia,43830,GA,147316.0,0.29752369056993133
Early,Georgia,3140,GA,10574.0,0.2969547947796482
Effingham,Georgia,16502,GA,69041.0,0.2390173954606683
Fannin,Georgia,5794,GA,25737.0,0.22512336325135018
Grady,Georgia,6856,GA,26008.0,0.26361119655490617
Gwinnett,Georgia,259705,GA,975353.0,0.266267700001948
Habersham,Georgia,11715,GA,47475.0,0.2467614533965245
Jefferson,Georgia,4293,GA,15314.0,0.28033172260676503
Jenkins,Georgia,1806,GA,8689.0,0.20784900448843366
Jones,Georgia,6098,GA,28472.0,0.21417533014891824
McIntosh,Georgia,2871,GA,11180.0,0.25679785330948124
Macon,Georgia,2767,GA,11765.0,0.2351891202719932
Miller,Georgia,2048,GA,5807.0,0.35267780265197174
Monroe,Georgia,7124,GA,29427.0,0.24209059707071737
Montgomery,Georgia,2340,GA,8655.0,0.2703639514731369
Newton,Georgia,31044,GA,117621.0,0.2639324610401204
Oglethorpe,Georgia,3783,GA,15469.0,0.24455362337578382
Peach,Georgia,8004,GA,28562.0,0.2802324767173167
Pike,Georgia,6530,GA,19990.0,0.3266633316658329
Randolph,Georgia,1850,GA,6116.0,0.302485284499673
Richmond,Georgia,60965,GA,206640.0,0.2950300038714673
Schley,Georgia,1423,GA,4496.0,0.3165035587188612
Talbot,Georgia,1393,GA,5747.0,0.24238733252131547
Tattnall,Georgia,5737,GA,24064.0,0.2384059175531915
Walker,Georgia,20121,GA,68915.0,0.29196836682870203
Walton,Georgia,26723,GA,103065.0,0.25928297676223744
Wayne,Georgia,8896,GA,30896.0,0.2879337131020197
Webster,Georgia,548,GA,2328.0,0.23539518900343642
White,Georgia,8518,GA,28806.0,0.29570228424633754
Wilkinson,Georgia,2681,GA,8681.0,0.30883538762815343
Kauai,Hawaii,18176,HI,73810.0,0.24625389513616042
Bannock,Idaho,24709,ID,89517.0,0.27602578281220325
Bear Lake,Idaho,1170,ID,6722.0,0.17405534067241893
Bingham,Idaho,11327,ID,49923.0,0.22688940969092403
Clark,Idaho,118,ID,806.0,0.14640198511166252
Custer,Idaho,709,ID,4506.0,0.1573457612072792
Franklin,Idaho,2597,ID,15189.0,0.1709789979590493
Fremont,Idaho,2436,ID,13978.0,0.17427385892116182
Latah,Idaho,7782,ID,40978.0,0.18990677924740104
Lemhi,Idaho,1823,ID,8240.0,0.2212378640776699
Lewis,Idaho,1422,ID,3763.0,0.3778899813978209
Madison,Idaho,13846,ID,54976.0,0.25185535506402795
Minidoka,Idaho,4866,ID,22194.0,0.2192484455258178
Oneida,Idaho,968,ID,4712.0,0.20543293718166383
Shoshone,Idaho,3217,ID,14012.0,0.22958892377961748
Bond,Illinois,5342,IL,16566.0,0.32246770493782445
Bureau,Illinois,10534,IL,32828.0,0.32088461069818447
Champaign,Illinois,86756,IL,206542.0,0.4200404760290885
DuPage,Illinois,293919,IL,920901.0,0.31916460075513003
Edgar,Illinois,6748,IL,16433.0,0.4106371325990385
Edwards,Illinois,2143,IL,6071.0,0.3529896227969033
Greene,Illinois,4330,IL,11651.0,0.3716419191485709
Henry,Illinois,16220,IL,48419.0,0.33499246163696067
Iroquois,Illinois,8983,IL,26473.0,0.3393268613304121
Jefferson,Illinois,13748,IL,36400.0,0.3776923076923077
Kankakee,Illinois,37173,IL,106074.0,0.3504440296396855
Logan,Illinois,12781,IL,27591.0,0.46323076365481497
McHenry,Illinois,99367,IL,311747.0,0.3187424417877317
Macon,Illinois,40990,IL,101483.0,0.4039100144851847
Macoupin,Illinois,16284,IL,44245.0,0.36804158661995706
Marion,Illinois,14770,IL,36914.0,0.400119195969009
Massac,Illinois,4687,IL,13896.0,0.33729130685089237
Menard,Illinois,4651,IL,12121.0,0.38371421499876246
Monroe,Illinois,11598,IL,35033.0,0.331059286958011
Montgomery,Illinois,12277,IL,28020.0,0.4381513204853676
Ogle,Illinois,17694,IL,51351.0,0.3445697260033884
St. Clair,Illinois,82052,IL,252671.0,0.32473849393084286
Schuyler,Illinois,2494,IL,6746.0,0.3697005632967685
Scott,Illinois,1594,IL,4790.0,0.332776617954071
Shelby,Illinois,7670,IL,20761.0,0.36944270507201
Stephenson,Illinois,15368,IL,43627.0,0.35225892222706123
Wabash,Illinois,4862,IL,11087.0,0.43853161360151527
Warren,Illinois,5143,IL,16354.0,0.31447963800904977
White,Illinois,5519,IL,13614.0,0.4053915087410019
Whiteside,Illinois,19847,IL,54658.0,0.36311244465586007
Bartholomew,Indiana,27157,IN,83540.0,0.3250778070385444
Benton,Indiana,3015,IN,8719.0,0.34579653630003443
Cass,Indiana,14256,IN,37540.0,0.3797549280767182
Dubois,Indiana,15256,IN,43632.0,0.34965163182984965
Jasper,Indiana,11207,IN,33281.0,0.33673867972717164
Lake,Indiana,136566,IN,499689.0,0.27330199384016857
Lawrence,Indiana,15076,IN,45222.0,0.33337755959488746
Monroe,Indiana,35055,IN,139745.0,0.25084976206662135
Orange,Indiana,6169,IN,19623.0,0.31437598736176936
Ripley,Indiana,10207,IN,29087.0,0.3509127789046653
St. Joseph,Indiana,85528,IN,272234.0,0.31417089709588075
Scott,Indiana,9612,IN,24588.0,0.39092240117130306
Switzerland,Indiana,2699,IN,10006.0,0.26973815710573656
Vermillion,Indiana,5039,IN,15451.0,0.3261277587211184
Vigo,Indiana,35508,IN,106006.0,0.334962171952531
Wabash,Indiana,10560,IN,30828.0,0.34254573764110546
Warren,Indiana,2405,IN,8461.0,0.2842453610684316
White,Indiana,8458,IN,24598.0,0.34384909342222947
Whitley,Indiana,11568,IN,34627.0,0.3340745660900453
Appanoose,Iowa,3446,IA,12094.0,0.28493467835290226
Black Hawk,Iowa,39227,IA,130274.0,0.30111150344658183
Buena Vista,Iowa,7005,IA,20600.0,0.3400485436893204
Butler,Iowa,3849,IA,14269.0,0.2697456023547551
Cherokee,Iowa,3600,IA,11491.0,0.31328866069097555
Clarke,Iowa,2710,IA,9692.0,0.27961205117622784
Clayton,Iowa,4062,IA,17027.0,0.23856228343219593
Decatur,Iowa,1854,IA,7683.0,0.2413119875048809
Delaware,Iowa,4809,IA,17568.0,0.2737363387978142
Des Moines,Iowa,11360,IA,38293.0,0.29665996396208183
Jackson,Iowa,5594,IA,19324.0,0.28948457876216105
Jones,Iowa,6493,IA,20848.0,0.3114447429009977
Lucas,Iowa,2198,IA,8689.0,0.2529635170905743
Lyon,Iowa,3175,IA,12179.0,0.26069463831184825
Marion,Iowa,8949,IA,33642.0,0.2660067772427323
Monona,Iowa,2110,IA,8486.0,0.2486448267735093
Osceola,Iowa,1579,IA,6036.0,0.26159708416169647
Polk,Iowa,148258,IA,501089.0,0.2958715916733355
Sac,Iowa,2906,IA,9673.0,0.3004238602295048
Shelby,Iowa,3191,IA,11645.0,0.27402318591670244
Sioux,Iowa,9042,IA,36050.0,0.25081830790568654
Tama,Iowa,4711,IA,16903.0,0.27870792167070935
Van Buren,Iowa,1704,IA,7256.0,0.2348401323042999
Washington,Iowa,6854,IA,22571.0,0.303663993620132
Wayne,Iowa,1523,IA,6467.0,0.2355033245708984
Winnebago,Iowa,3473,IA,10617.0,0.3271168880097956
Woodbury,Iowa,33488,IA,105671.0,0.31690813941384105
Allen,Kansas,5171,KS,12579.0,0.411081962000159
Atchison,Kansas,5109,KS,16108.0,0.31717159175564935
Butler,Kansas,22722,KS,68240.0,0.33297186400937867
Cherokee,Kansas,7533,KS,19088.0,0.3946458507963118
Clark,Kansas,617,KS,1933.0,0.31919296430419036
Coffey,Kansas,2839,KS,8280.0,0.3428743961352657
Elk,Kansas,706,KS,2441.0,0.2892257271609996
